handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_c4acbc0f-b385-15f2-54b3-ea528c189b0a,Product,Removedor De Cravos Elétrico,"<p>Aparelho Removedor Cravos Espinhas Acne Extrator Vácuo ""A função de vácuo limpa os poros sujos por meio de sucção e aumenta a circulação sanguínea na pele"". Ele vem com 4 cabeças intercambiáveis, que podem oferecer diferentes funções e dar uma limpeza mais profunda para a pele facial. Possui 3 níveis de sucção ajustáveis para ser conveniente no uso de diferentes tipos de pele, uso de cabeças intercambiáveis:</p><p>&nbsp;</p><ol>	<li>Pele esfoliada com diamante: A ponta esfoliante fornece um tratamento não invasivo para esfregar a camada superior da pele para remover células mortas. Isso torna a pele mais macia, com textura mais refinada e mais firme, estimulando sua natureza de renovação celular.</li>	<li>Facelift: O sistema de elevação do vácuo cria uma suave massagem estimulante, estimula a microcirculação, torna a pele mais firme no rosto.</li>	<li>Limpeza profunda dos poros: Único buraco redondo de design exclusivo, pode sugar acne, cravos ou sujeira dentro dos poros, limpeza profunda dos poros e prevenir a acne.</li>	<li>Remoção de rugas: Exclusivo design de furo elíptico pequeno, cria uma massagem suave e estimula o canto dos olhos, nariz, boca, profunda influência na pele em profundidade para eliminar as rugas e prevenir rugas profundas.</li></ol>",8209a8_5ca82610f575453d98823bd6d0364913~mv2.webp;8209a8_9d05322d118c4c7b96ddc0e357fb2b9c~mv2.png;8209a8_3b2987c49e384b36b1f3455f1a4041ef~mv2.png;8209a8_c230fa9b15a34d709093fa23e55f16f8~mv2.png;8209a8_67069faa856f4038b3ec4e45846f9120~mv2.png;8209a8_e5d74119d8bc4cdabec8be63f65e817b~mv2.png;8209a8_93d14adb256b469fb4aa3a1d81d643dc~mv2.jpg;8209a8_79523a5a508a4a05a21e6e7d66372409~mv2.jpg;8209a8_e62620e2d828428090a7331f0c4a7c80~mv2.jpg,,,Novidade,229.99,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,Instruções,"<ol>
	<li>Certifique-se de que a pele esteja limpa antes de usar o dispositivo.</li>
	<li>Selecione a cabeça apropriada de acordo com a função desejada.</li>
	<li>Ajuste o nível de sucção de acordo com o tipo de pele.</li>
	<li>Coloque o dispositivo sobre a área da pele desejada e active a sucção.</li>
	<li>Desloque o dispositivo suavemente sobre a pele para limpar os poros.</li>
	<li>Desligue o dispositivo após o uso e limpe as cabeças intercambiáveis.</li>
</ol>
",Detalhes do produto,"<p>Remove cravos e espinhas de forma eficaz e segura</p>

<p>Aumenta a circulação sanguínea na pele, deixando-a mais saudável e radiante</p>

<p>Estimula a renovação celular, deixando a pele mais macia e firme</p>

<p>Remove células mortas, impurezas e oleosidade dos poros, prevenindo o aparecimento de acne</p>

<p>Remova rugas e linhas finas, deixando a pele mais jovem</p>

<p>3 níveis de sucção ajustáveis para diferentes tipos de pele</p>

<p>4 cabeças intercambiáveis para diferentes funções</p>

<p>Design pequeno e portátil, fácil de transportar</p>

<p>Recarregável por USB</p>
",Características,"<ol>
	<li>Com 3 Velocidades, pode ajustar a potência de acordo com seu gosto e uso.</li>
	<li>Seguro, não-invasivo, sem de dor, nenhum efeito colateral.</li>
	<li>Design pequeno e requintado, fácil de transportar.</li>
	<li>Estimula a circulação sanguínea, enquanto remove as células mortas da pele e sujeira e oleosidade dos poros, revitaliza a pele, firmando e deixando a pele suave.</li>
	<li>Remove os restos da pele, imperfeições, manchas, rugas e pigmentação não desejada na pele.</li>
</ol>
",,,,,,,,,,,,,
product_e6f5573b-ec6c-dc1d-1b7d-b530eee92f9d,Product,Irrigador Oral Limpeza Profunda,"<table>	<tbody>		<tr>			<td>Marca</td>			<td>JOJOSEE</td>		</tr>		<tr>			<td>Fonte de alimentação</td>			<td>Elétrico com fio</td>		</tr>		<tr>			<td>Características especiais</td>			<td>Jato d'água supersônico, Múltiplos modos de operação</td>		</tr>		<tr>			<td>Vantagens do produto</td>			<td>Oferece limpeza profunda com jatos d'água supersônicos e modos personalizáveis, facilitando a higiene bucal e promovendo saúde gengival.Oferece limpeza profunda com jatos d'água supersônicos e modos personalizáveis, facilitando a higiene bucal e promovendo saúde gengival.</td>		</tr>		<tr>			<td>Contagem de unidades</td>			<td>1.00 unidade</td>		</tr>	</tbody></table>",8209a8_bf5ba391267c42aebbc147187d881650~mv2.webp;8209a8_c7e7aa83d28c4a3c98ce327073b14bd3~mv2.webp;8209a8_af1eb7933f01400aadd8ddf3c1419890~mv2.png;8209a8_5726249cfc1048ee8de1c99d9985dc6a~mv2.webp;8209a8_3cc2a41bab3e47aa8543c7f6a8501bcb~mv2.png;8209a8_576103f730024fb4b66edfb9ea917264~mv2.webp;8209a8_bd39f87ba5d04c2dab47e2eed7694b1e~mv2.jpg;8209a8_51d8ac996e974b238f3bebc9a624e3a7~mv2.jpg;8209a8_4f34f45879cf4e89ae24a02c46d28cf3~mv2.jpg;8209a8_72507796b60446bb95ad2675587e1773~mv2.jpg;8209a8_a2a54d9d1d6640dd8d47f93bead323f7~mv2.jpg;8209a8_5ef936c6d81b40a6a7695e3f81aea813~mv2.jpg;8209a8_1ca4b8fc561843aab1e5b63955b6f846~mv2.jpg,,,Novidade,219.9,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,Informações de segurança,"<p>Aviso: Este dispositivo é elétrico e deve ser utilizado com cuidado para evitar choque elétrico. Utilize o irrigador oral apenas para a limpeza profunda dos dentes e gengivas, conforme indicado nas instruções do produto para evitar lesões.</p>
",Instruções,"<p>Prepare o dispositivo como indicado nas instruções do produto. Preencha o tanque com água. Selecione o modo desejado. Aplique a ponta do irrigador sobre a linha dos dentes e gengivas, movendo-a lentamente ao longo dela. Ajuste a pressão de acordo com sua preferência e tolerância. Limpe a unidade após o uso e siga as instruções de manutenção. Lembre-se de usar o irrigador oral apenas para a limpeza profunda dos dentes e gengivas, conforme indicado nas instruções do produto para evitar lesões.</p>
",,,,,,,,,,,,,,,
product_420baf69-ccb6-e081-6908-6ad6f98dc1dc,Product,Kit de Facas Profissional com 6 Peças - Corte Preciso e Design Elegante,"<p>Este Kit de Facas Profissional oferece um conjunto completo de seis peças essenciais para sua cozinha. Com revestimento antiaderente e lâminas super afiadas em aço carbono, proporciona cortes precisos e eficientes. O design elegante na cor preta e o cabo ergonômico garantem segurança e conforto no manuseio.</p>",8209a8_e184fcd8252249ac8cecfb38c060a9bb~mv2.png;8209a8_6edfdaf2ef6246bc99d12cc065416e6a~mv2.png,,,Novidade,219.9,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,Especificações do Produto,"<p><strong>Cabo Ergonômico:</strong> Design que proporciona maior segurança e conforto durante o uso.</p>

<p><strong>Cabo na Cor Preta:</strong> Estilo moderno e elegante para sua cozinha.</p>

<p><strong>Lâmina em Aço Carbono:</strong> Garante alta durabilidade e um corte preciso e equilibrado.</p>

<p><strong>Revestimento Antiaderente:</strong> Facilita o corte e a limpeza das lâminas.</p>
",O Kit Acompanha,"<p>1 Faca de Cozinha</p>

<p>1 Faca para Fatiar</p>

<p>1 Faca para Chef</p>

<p>1 Faca de Aparar</p>

<p>1 Descascador de Legumes</p>

<p>1 Tesoura</p>
",Benefícios,"<p>Lâminas super afiadas para cortes precisos.</p>

<p>Revestimento antiaderente que facilita o uso e a limpeza.</p>

<p>Cabo ergonômico para maior segurança e conforto.</p>

<p>Fabricadas em aço carbono para alta durabilidade.</p>

<p>Kit completo com as principais facas e utensílios para a cozinha.</p>
",,,,,,,,,,,,,
product_e56d2de9-49e3-3a37-e7e4-d31a100da208,Product,Vigor Black,"<p>Desperte sua potência com Vigor Black!<br><br>O suplemento masculino que veio para revolucionar sua energia, desempenho e confiança. Com uma fórmula exclusiva, ele melhora a circulação, aumenta a disposição&nbsp;e garante resultados reais para quem busca vitalidade no dia a dia e na intimidade.</p><p><br>Vigor Black é um suplemento masculino desenvolvido para auxiliar no aumento da libido, melhora da ereção e controle da ejaculação. Sua fórmula exclusiva visa reativar a circulação sanguínea e equilibrar os hormônios, contribuindo para a recuperação da confiança e do desempenho sexual masculino.</p>",8209a8_4ef7b3b0147a48539c42dec46d98b748~mv2.jpg;8209a8_5a196568bf5442d0ae443b7e80f979c9~mv2.jpg;8209a8_06e0bd18d03f4c899af99c15be8acac9~mv2.jpeg;8209a8_1d41660026b7474abe5289468a3cf0d2~mv2.jpg;8209a8_adc2f58d4a854c7696f688e30f7da381~mv2.jpg;8209a8_4dc6e4dff4c94273ab6c8e63e2c17a5a~mv2.jpg;8209a8_e08fa64828a548488fc7c44f44629545~mv2.jpg,,,Novidade,227.0,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,Principais Atuações,"<p><strong>Aumento da Libido:</strong> Formulado para estimular o desejo sexual.</p>

<p><strong>Melhora da Ereção:</strong> Contribui para ereções mais firmes e duradouras através da melhora da circulação sanguínea.</p>

<p><strong>Controle da Ejaculação:</strong> Auxilia no controle da ejaculação precoce, prolongando o prazer.</p>

<p><strong>Aumento da Disposição:</strong> Promove mais energia e vitalidade para o dia a dia.</p>
",Benefícios,"<p>Pode auxiliar na melhora da libido e do desejo sexual.</p>

<p>Contribui para ereções mais firmes e duradouras.</p>

<p>Pode ajudar no controle da ejaculação.</p>

<p>Promove mais energia e disposição.</p>
",Modo de Usar,"<p>A recomendação de uso é de 2 cápsulas ao dia.</p>
",Observações,"<p>Suplemento desenvolvido para auxiliar na saúde sexual masculina.</p>

<p>Consulte um profissional de saúde para informações específicas sobre o uso e dosagem adequados.</p>
",,,,,,,,,,,
product_7daba5c5-73f3-ce72-8ca3-a0817f7f7744,Product,Par de Calcanheira Ortopédica,"<p>Diga adeus às dores nos pés e experimente o conforto supremo com a palmilha de silicone gel ortopédica para calcanhar! Desenvolvida para absorver impactos e reduzir a pressão ao caminhar, essa palmilha é ideal para quem passa longas horas em pé ou sofre com desconfortos nos pés. Feita com silicone macio e dobrável, ela se adapta perfeitamente a qualquer tipo de calçado, garantindo um ajuste seguro e antiderrapante.</p><p>Além de proporcionar amortecimento extra, essa palmilha protege os calcanhares contra atrito e impactos, ajudando a prevenir dores e lesões. Seu design ergonômico oferece suporte ao peso do corpo, melhorando a estabilidade e o equilíbrio. Com ela, cada passo se torna mais leve e confortável, permitindo que você aproveite o dia sem incômodos. Cuide da sua saúde e sinta a diferença de caminhar com mais proteção e bem-estar!</p>",8209a8_0291c8d5a7ba4e9f864cb0d24adf5bde~mv2.jpg;8209a8_f80c83a845e2441f94c6333c032548ef~mv2.jpeg;8209a8_98a06029673c4e16bfce3b99b9fe9c62~mv2.jpg;8209a8_985736314dd34c7cacc264c2f8189966~mv2.jpeg;8209a8_427650882b604fffa3110b245ef82b89~mv2.jpg;8209a8_aa64d45d8425412187f2c4a2a2b57a23~mv2.jpg;8209a8_66e33ebde8704ebc82642989b7a16c82~mv2.jpg;8209a8_522188b0b24a4dac9d98be9a081c0ea1~mv2.jpg,,,Novidade,179.99,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cc016e0b-83a5-ad2e-c89b-43588629c1c1,Product,Joelheira Ortopédica,"<p>Experimente o máximo em desempenho esportivo com a Joelheira Ortopédica, uma aliada indispensável para atletas dedicados como você. Desenvolvida com tecnologia avançada e design ergonômico, esta joelheira é a escolha perfeita para vôlei, crossfit, corrida e uma variedade de outros esportes.</p><p>*Suporte Firme da Articulação do Joelho:Mantenha-se no controle com um suporte articulado que estabiliza e protege sua articulação durante os movimentos mais intensos.<br>*Imobilizador de Joelho de Compressão:&nbsp;Oferece compressão graduada para promover a circulação sanguínea, reduzir a inflamação e acelerar a recuperação após o exercício.<br>*Conforto Seco e Fácil de Usar:&nbsp;O material elástico e de secagem rápida mantém você confortável, mesmo durante os treinos mais suados, enquanto o design de fácil colocação facilita sua vida agitada.<br>*Alívio Imediato da Dor:&nbsp;Diga adeus às dores persistentes. Nossa joelheira proporciona alívio imediato, permitindo que você se concentre no que realmente importa: seu desempenho extraordinário.<br>*Adequada para a Maioria dos Esportes:&nbsp;Versátil e adaptável, esta joelheira é adequada para uma ampla gama de atividades esportivas, elevando seu jogo em qualquer campo.</p><p><br>Não permita que desconfortos e lesões atrapalhem sua paixão pelo esporte. Invista na sua performance com a Joelheira Ortopédica - a escolha inteligente para atletas que buscam excelência e cuidado com a saúde. Adquira a sua agora e conquiste novos patamares em cada movimento!</p>",8209a8_c40d5bfafafb443483279c84933b1027~mv2.jpg;8209a8_8c2c4cdb2adc400791d399d69c5d088b~mv2.jpg;8209a8_147102e018b142efa72059833e462334~mv2.jpg;8209a8_3498ab34b5fc4606ab8aff829a0930ff~mv2.jpg;8209a8_1297d2450c864a5faf8271cd90c91e23~mv2.jpg;8209a8_665fe552eb3c4b4ebc54f80c96a8a4d2~mv2.jpg;8209a8_649ff5bd04234e24bd6e1843c23b658f~mv2.jpg;8209a8_aabd067d4037459f97fc7e9fe14848e6~mv2.jpg;8209a8_e06f0dbc8a1a4874967b293754575587~mv2.jpg,,,Novidade,199.99,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9a43c6e6-5458-f5b5-9e4c-f037a3b083db,Product,Cinta Modeladora Com Ziper Feminina Abdominal De Dupla Compressão,"<p>Colete Cinta Modeladora Dupla Compressão Redutor de Medidas Zíper Colchete Tamanho Não dobra, não enrola, não marca na roupa, super confortável, não machuca, reduz de imediato a linha da cintura, corrige a postura, acelera a recuperação pós parto. A cinta é utilizada da cintura até a barriga, seu formato prove a elevação dos seios. O poder de compressão é o equilíbrio perfeito entre uma cinta modeladora e um corselet. Seu efeito de compressão se dá no tecido adiposo subcutâneo. É um modelador mais potente que as cintas convencionais, porém suave para o dia a dia. A Cinta Modeladora não limita os movimentos do tronco como um corselet tradicional. Tem elasticidade que garante a expansão torácica e abdominal completas, sem deixar de dar suporte a coluna e incentivar uma maior consciência corporal e possui alças elásticas ajustáveis.</p>",8209a8_f0a8d3a95c9f404ab00397445b23d873~mv2.jpg;8209a8_a5417c7e5e1f4ff5a54309cb203529fd~mv2.jpg;8209a8_000a1393f09843c6b899097d3e1ce20e~mv2.jpg;8209a8_8b6e2c07f97544efb7a60c8f3b7c70b6~mv2.jpg;8209a8_6e69912d4190440892311d5fc160959c~mv2.jpg;8209a8_09a73ab17ab34f689b8ad8f20476cb76~mv2.jpg;8209a8_0d4cb1f8a96e446aaf343dbab4de473f~mv2.jpg,,,Novidade,189.99,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,Detalhes do produto,"<p>Instruções de cuidados</p>

<p>Não passar a ferro: O calor pode danificar o tecido e os componentes de compressão.</p>

<p>Tipo de fecho</p>

<p>Zíper</p>
",Sobre este item,"<p>Reduz medidas instantaneamente: Define a cintura e eleva os seios.</p>

<p>Confortável para uso diário: Não dobra, não enrola, e não marca na roupa.</p>

<p>Corrige a postura: Oferece suporte à coluna e maior consciência corporal.</p>

<p>Ideal para recuperação pós-parto: Ajuda no ajuste abdominal com compressão moderada.</p>

<p>Ajuste perfeito: Fechamento com colchetes e zíper para dupla segurança.</p>

<p>Design ergonômico: Alças elásticas ajustáveis que não limitam os movimentos.</p>
",,,,,,,,,,,,,,,
product_1c74036c-3c89-a112-0501-fdb0721b28d2,Product,Sutiã Slim Comfort,"<p>Conforto que se sente, sustentação que se vê. Ultra-confortável para usar o dia todo, sem causar dores, irritações ou marcas na pele por arames ou materiais rígidos. Oferece sustentação e segurança ao mesmo tempo.</p><p>&nbsp;</p><p>O Sutiã Comfort UP é a solução ideal para mulheres que buscam o equilíbrio perfeito entre conforto e sustentação. Desenvolvido com materiais de alta qualidade e tecnologia de ponta, ele garante um ajuste perfeito, moldando e sustentando os seios com segurança e elegância, sem causar desconforto ou irritações. É o sutiã ideal para quem não aguenta mais sofrer com aros que machucam e marcas na pele causadas por tecidos rígidos.</p>",8209a8_716cad9d668e454b9dd6aabad9a0d895~mv2.jpg;8209a8_bb9b77261a8a4d36bbb4916e7833473b~mv2.jpg;8209a8_48a177cd358e4e1290939b17e957ad72~mv2.jpg;8209a8_3010a63664f54befb776b34966419fe6~mv2.jpg;8209a8_5fc7879e297942d2beb7b806cd92a8a3~mv2.jpg,,,Novidade,199.99,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,Por que escolher o Sutiã Comfort UP,"<p>✅ Ultra Confortável e Sem Aros: Sinta a liberdade de um sutiã que não causa dores, irritações ou marcas na pele. O Comfort UP foi projetado para ser usado o dia todo, oferecendo uma experiência de conforto incomparável</p>

<p>✅ Sustentação Segura para Seios Grandes: O Comfort UP foi projetado especificamente para oferecer sustentação sem comprometer o conforto. Suas alças e faixas ajustáveis proporcionam um suporte firme, enquanto o bojo removível e a base com silicone garantem que o sutiã permaneça no lugar, proporcionando segurança e sustentação mesmo para seios grandes.</p>

<p>✅ Tecido Leve, Macio e Respirável: Desenvolvido com uma combinação de Nylon e Elastano, o tecido respirável e aveludado evita o acúmulo de suor e oferece frescor ao longo do dia.</p>

<p>✅ Modela e Realça os Seios: O design em V e o bojo flexível moldam os seios de maneira natural, proporcionando um formato bonito e elegante.</p>

<p>✅ Não Marca na Roupa: O tecido tecnológico é aveludado e com corte a laser, exatamente para não marcar na roupa e ficar super confortável ao toque.</p>

<p>✅ Tem ajustes de tamanho nas costas: O Comfort UP possui ajustes de tamanho nas costas para garantir um encaixe perfeito e personalizável, adaptando-se a diferentes formas e tamanhos de corpo.</p>
",Por que o Sutiã Comfort UP é diferente?,"<p>O mais confortável do mercado. O Sutiã Confort UP sustenta seios grandes sem machucar e sem marcar nada na roupa.<br>
O tecido é respirável e extremamente confortável, com toque aveludado</p>
",Como lavar meu Comfort UP?,"<p>O sutiã Comfort UP possui um bojo flexível e super moderno, então você pode lavar ele sem preocupação na sua máquina que ele não vai ficar deformado. Demais né?<br>
Para prolongar a vida útil do seu Comfort UP, indicamos a lavagem no modo delicado da sua máquina de lavar, e se você optar por lavá-lo com um protetor de lavagem, o cuidado será ainda maior!</p>
",DICA AMIGA,"<p>Se você ainda não tem um protetor de lavagem, uma super dica é coloca-lo em uma fronha, amarrando-a com um nózinho.<br>
Ah, e não esqueça de lavá-lo com os fechos de trás abotoados, para evitar que a peça se embole com outras.<br>
Já se você preferir lavar seu Comfort UP na mão, é só deixar ele de molho alguns minutinhos com um sabão de sua preferência, esfregar e enxaguar :)</p>
",Composição,"<p>Ele é composto por 76,6% Nylon e 23,5% Elastano. Essa combinação garante um conforto excepcional, ajuste perfeito e respirabilidade. Com corte a laser e sem aros que machucam, ele oferece sustentação e modela seus seios, proporcionando segurança e confiança o dia todo, durando até 22x vezes mais que um sutiã convencional.</p>
",,,,,,,,,
product_abda38fd-b0fe-fb7d-481d-efaa2be10c70,Product,Body Shaper Modelador,"<ul>	<li>Sinta aquela sensação de tudo firme e no lugar sem perder o ar!</li>	<li>O Body Modelador sem Bojo te proporciona sustentação e segurança, além de modelar confortavelmente suas curvas! Sem contar que ele poder ser usado no melhor estilo outwear, sem nada por cima.</li>	<li>Melhore o caimento daquela roupa que você sempre quis utilizando nosso Modelador! Com tecido duplo na parte frontal de média compressão e reforçado, reduz as medidas da cintura em até 4cm sem incômodos, valoriza suas curvas, melhora a postura e sustenta a região lombar.</li>	<li>Comprime sem incomodar, reduz medidas; Acomoda, sustenta e empina os seios; Se adapta a mulher de qualquer altura; Ajusta para qualquer medida de glúteo; Não enrola e não machuca; Produto antialérgico; Forma Padrão.</li></ul>",8209a8_770ef179767c4db5811be84d12d05613~mv2.webp;8209a8_6d6b71ac9ab9490080e4c82327d3a3a8~mv2.jpg;8209a8_b93d59370f1e4090bfe7a6abaeebd0d4~mv2.jpg;8209a8_40bf298439c04f038b1b94b9b5199af7~mv2.jpg;8209a8_597a703010834ec497d51f10bb810bbb~mv2.jpg;8209a8_d3bb3254a64f48bb950e62daf737885e~mv2.jpg;8209a8_696731ab7cb249288a85f0b6cead30d7~mv2.jpg;8209a8_f0e11329c1de4ce6b77eadd852519177~mv2.jpg;8209a8_14537251cd704f3a921d6b9b07e2ba27~mv2.jpg;8209a8_36f3f3d792a340f3a45ec20cf85dfad6~mv2.jpg;8209a8_8d249ce71686440c8d0e784d929f5a86~mv2.webp,,,Novidade,209.99,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,Detalhes do produto,"<p>Peso do produto ‏ : ‎&nbsp;350 g</p>

<p>Departamento ‏ : ‎&nbsp;Feminino</p>
",,,,,,,,,,,,,,,,,
product_36915132-1323-4888-2188-156b629c04f4,Product,Progressiva Vegetal Creme 500ml,"<p>A Progressiva Vegetal Creme é um tratamento térmico desenvolvido para alisar e alinhar os cabelos, proporcionando um efeito liso duradouro. Sua fórmula avançada, com ingredientes cuidadosamente selecionados, promove o alisamento enquanto trata e condiciona os fios.</p>",8209a8_fbd5f916df3e459fbccef5b86f586f56~mv2.png;8209a8_196e049960674b0d88e5689575b9b814~mv2.png;8209a8_6f86650fc570451897e69440708f54b3~mv2.jpeg;8209a8_934442440bb04a92aa0165bebd9159ac~mv2.jpeg;8209a8_c5b2abdd3b69492e9b89ff63c754a07c~mv2.jpeg;8209a8_de3b13e93a154ff591c215c1ceb7809a~mv2.jpeg,,,Novidade,250.0,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,Principais Atuações,"<p><strong>Alisamento Eficaz:</strong> Promove o alinhamento da fibra capilar, resultando em cabelos mais lisos.</p>

<p><strong>Tratamento Térmico:</strong> Ativado pelo calor do secador e da prancha para um alisamento duradouro.</p>

<p><strong>Condicionamento:</strong> Contém ingredientes que ajudam a amaciar e desembaraçar os cabelos.</p>
",Modo de Usar,"<ol>
	<li>Lave os cabelos 3 vezes com shampoo antirresíduos e enxágue bem.</li>
	<li>Retire todo o excesso de água dos cabelos.</li>
	<li>Aplique o tratamento térmico mecha a mecha, alinhando com um pente fino e retirando o excesso do produto.</li>
	<li>Deixe agir por 40 minutos.</li>
	<li>Seque completamente os cabelos com o secador.</li>
	<li>Finalize pranchando mechas finas de 4 a 8 vezes cada.</li>
</ol>
",Cuidados,"<p>Aplique o produto respeitando 1cm da raiz.</p>

<p>Certifique-se de que os cabelos estejam completamente secos antes de pranchar.</p>
",Composição,"<p>Aqua/Water, Hydroxyethyl Celulose, Hidroxypropyl Guar, Cetearyl Alcohol, Behentrimonium Chloride, Behentrimonium Methosulfate (and) Cetearyl Alcohol, Cetearyl Olivate (and) Sorbitan Olivate, Mineral Oil, Water(and) Polyquaternium - 7(and) Sericin (and) Guar Hydroxypropyltrimonium Chloride (and) Cetrimonium Chloride (and) Behentrimonium Chloride, Glyoxyloyl Carbocysteine (and) Glyoxyloyl Keratin Amino Acids (and) Aqua, Lactic Acid, Petrolatum Acid Violeta 43, Lanolin, Poliquaternium - 67, Cetrimonium Chloride, Phenoxyethanol, Fragrance.</p>
",Observações,"<p>Uso externo.</p>

<p>Mantenha fora do alcance de crianças e animais.</p>

<p>Em caso de contato com os olhos, lave abundantemente com água.</p>
",,,,,,,,,
product_110a9839-f85e-0549-da13-f5bc207ab22e,Product,Shampoo Antirresíduo Profissional - 2 unidades,"<p>O Shampoo Antirresíduo Profissional foi especialmente formulado para remover eficazmente resíduos acumulados de produtos, poluição e oleosidade excessiva dos cabelos. Sua ação realiza uma limpeza profunda, diferente dos shampoos comuns, preparando os fios para receber tratamentos intensivos.</p>",8209a8_a37e8b5b1cb54671ab529156f7694ea2~mv2.png;8209a8_74d6b2f0ef644c4abb85b872a99d3cf8~mv2.png;8209a8_ace4aa864e8745d29aebe49dfe8622d4~mv2.png;8209a8_07572229b4dd4ebf900b71a817c3b740~mv2.png,,,Novidade,250.0,,true,AMOUNT,100.0,InStock,,,,,,,,,,,,,,,,,,,,,Principais Atuações,"<p><strong>Limpeza Profunda:</strong> Remove resíduos de produtos capilares, poluição e oleosidade.</p>

<p><strong>Prepara os Cabelos:</strong> Ideal para usar antes de hidratações, cauterizações e alisamentos, otimizando a absorção dos tratamentos.</p>

<p><strong>Abre as Cutículas:</strong> Facilita a maior absorção de nutrientes e potencializa os resultados dos tratamentos capilares.</p>
",Benefícios,"<p>Cabelos livres de resíduos e impurezas.</p>

<p>Melhora a eficácia de tratamentos capilares.</p>

<p>Cabelos mais receptivos à hidratação e nutrição.</p>

<p>Prepara os fios para processos químicos como alisamentos.</p>
",Modo de Usar,"<p>Aplique o shampoo nos cabelos molhados, massageando suavemente o couro cabeludo e os fios.</p>

<p>Deixe agir por alguns minutos.</p>

<p>Enxágue completamente e prossiga com o tratamento desejado.</p>
",Observações,"<p>Uso profissional.</p>

<p>pH regulado.</p>

<p>Sem sal.</p>

<p>Para melhores resultados, utilize conforme a necessidade de limpeza profunda dos fios e antes de tratamentos específicos.</p>

<p>Valor referente a duas unidades.</p>
",,,,,,,,,,,
